[1.5625, 119.38490991253619]
[3.125, 12.442132087387032]
[4.6875, 18.89932747778593]
[6.25, 24.656367287065784]
[7.8125, 9.277059882579438]
[9.375, 23.273303528458815]
[10.9375, 8.197235312884281]
[12.5, 9.75413562810004]
[14.0625, 6.6815984729729685]
[15.625, 14.846028608085465]
[17.1875, 7.073937226174054]
[18.75, 6.641234414943106]
[20.3125, 7.877304701863076]
[21.875, 3.865050159376351]
[23.4375, 9.847526109643738]
[25.0, 2.5032979037471748]
[26.5625, 5.527037898894169]
[28.125, 4.063722283535474]
[29.6875, 5.944383469880301]
[31.25, 4.78619652232854]
[32.8125, 5.051961944690935]
[34.375, 4.2233099094639925]
[35.9375, 1.7298550883307076]
[37.5, 5.885114975940183]
[39.0625, 1.4206225883149222]
[40.625, 4.571203753549855]
[42.1875, 4.945335908309947]
[43.75, 6.733210131072824]
[45.3125, 2.5088018751289365]
[46.875, 2.095806856986922]
[48.4375, 7.633787954868751]
[1.5625, 115.7036970639622]
[3.125, 23.8395510560977]
[4.6875, 14.736920604641194]
[6.25, 25.813437310179495]
[7.8125, 17.64975668235935]
[9.375, 18.05037655372398]
[10.9375, 16.561415042198316]
[12.5, 6.926570250194072]
[14.0625, 13.150499309464182]
[15.625, 6.745151977508472]
[17.1875, 6.333096058584088]
[18.75, 12.685338293560296]
[20.3125, 2.236850976887834]
[21.875, 5.266246368859362]
[23.4375, 9.822750787539052]
[25.0, 2.4984585463275164]
[26.5625, 5.750200936830987]
[28.125, 5.849459611704664]
[29.6875, 2.3723545861802853]
[31.25, 7.702473055488397]
[32.8125, 1.0654453771994725]
[34.375, 3.639482452231873]
[35.9375, 5.07907225163886]
[37.5, 2.1360306608989563]
[39.0625, 6.197097709093235]
[40.625, 4.780165024273865]
[42.1875, 2.730253480245871]
[43.75, 7.201355859207978]
[45.3125, 3.680615926538238]
[46.875, 3.995994203394296]
[48.4375, 6.79104189580795]
[1.5625, 107.29681639922757]
[3.125, 39.600561190240875]
[4.6875, 21.87006323286386]
[6.25, 12.83459716559159]
[7.8125, 29.49262120716439]
[9.375, 10.57954386913426]
[10.9375, 15.276706453420974]
[12.5, 10.702237871209283]
[14.0625, 12.03764240931269]
[15.625, 10.566187421744932]
[17.1875, 5.5094889788810715]
[18.75, 11.45231261057287]
[20.3125, 4.635946753616343]
[21.875, 6.376154549866119]
[23.4375, 9.28175147553286]
[25.0, 2.4902202831239655]
[26.5625, 5.716577852943473]
[28.125, 6.849017519927027]
[29.6875, 2.3362182085119922]
[31.25, 6.127427483060638]
[32.8125, 5.764970542153146]
[34.375, 3.4078901587805044]
[35.9375, 2.909920810218032]
[37.5, 6.340140459519318]
[39.0625, 3.9386783691307077]
[40.625, 1.696677222514107]
[42.1875, 7.81980541344126]
[43.75, 3.33637015344988]
[45.3125, 4.219825054903797]
[46.875, 6.425835494387139]
[48.4375, 5.592259855585135]
[1.5625, 95.35441720485078]
[3.125, 50.202370579250044]
[4.6875, 28.758274415400177]
[6.25, 10.480703213959039]
[7.8125, 15.830721383372252]
[9.375, 25.051162288722168]
[10.9375, 9.760769585818595]
[12.5, 6.2400914975009485]
[14.0625, 8.42107910461174]
[15.625, 13.840026734772]
[17.1875, 6.732453777452596]
[18.75, 3.807839802012132]
[20.3125, 9.247581857872328]
[21.875, 6.328945135283698]
[23.4375, 8.118134989197003]
[25.0, 2.4373946892583893]
[26.5625, 5.210654902707507]
[28.125, 6.618189520074111]
[29.6875, 6.208459293897645]
[31.25, 0.8378515320495473]
[32.8125, 6.006491503678828]
[34.375, 4.591936172551674]
[35.9375, 4.314263247086332]
[37.5, 2.0225840634768053]
[39.0625, 4.642260767808058]
[40.625, 5.544163282024765]
[42.1875, 6.060277071500683]
[43.75, 2.854892131819891]
[45.3125, 3.575332276249829]
[46.875, 7.793868840483842]
[48.4375, 4.315092333194734]
[1.5625, 78.68212430428332]
[3.125, 53.73902140178178]
[4.6875, 28.47333878667999]
[6.25, 24.652831842819744]
[7.8125, 14.616219128968059]
[9.375, 7.567534464870485]
[10.9375, 19.458389323209847]
[12.5, 12.332129414505484]
[14.0625, 17.288278662031683]
[15.625, 1.5926980718443093]
[17.1875, 8.316764279309137]
[18.75, 6.982074683417516]
[20.3125, 12.710491247601611]
[21.875, 7.444050251264811]
[23.4375, 7.748288760275881]
[25.0, 2.2468274601455267]
[26.5625, 5.875303246640239]
[28.125, 6.485705670877909]
[29.6875, 8.526257366341738]
[31.25, 4.92445497657761]
[32.8125, 1.5820900586301951]
[34.375, 3.0219159948619265]
[35.9375, 3.9654941990689387]
[37.5, 6.341463732934582]
[39.0625, 6.495564134782803]
[40.625, 4.2782699225360075]
[42.1875, 0.3948113438619043]
[43.75, 7.646448883461466]
[45.3125, 4.141982782897016]
[46.875, 9.7125404400365]
[48.4375, 2.646327095268817]
[1.5625, 61.887060283129024]
[3.125, 50.058192755077236]
[4.6875, 22.410432336968352]
[6.25, 25.8558485783012]
[7.8125, 29.014566209670377]
[9.375, 15.968951604757804]
[10.9375, 2.4602544791519416]
[12.5, 5.103944415958613]
[14.0625, 5.4061026787516475]
[15.625, 10.861534653746004]
[17.1875, 3.1986074311504518]
[18.75, 11.07428396468027]
[20.3125, 10.039635910143751]
[21.875, 5.834519340316365]
[23.4375, 6.087218876047364]
[25.0, 2.3333635803260497]
[26.5625, 4.998240279911161]
[28.125, 4.450280094192472]
[29.6875, 7.022991657822639]
[31.25, 6.8079495008229225]
[32.8125, 4.094441610199414]
[34.375, 3.295642498786579]
[35.9375, 2.4495885644268713]
[37.5, 1.367911074615914]
[39.0625, 2.467154131284757]
[40.625, 2.141640576068659]
[42.1875, 5.402396997965765]
[43.75, 7.071570976431617]
[45.3125, 2.72117775199745]
[46.875, 8.926564521221959]
[48.4375, 1.7133976591606104]
[1.5625, 42.918281822386476]
[3.125, 38.44043632051761]
[4.6875, 11.720317326052646]
[6.25, 11.142220713073167]
[7.8125, 17.496902114093356]
[9.375, 18.019581819392368]
[10.9375, 18.734428673707054]
[12.5, 12.184784435713727]
[14.0625, 17.68711044690023]
[15.625, 11.27388973022853]
[17.1875, 5.561031047221024]
[18.75, 10.73792990168202]
[20.3125, 6.830462956004883]
[21.875, 5.838573271991225]
[23.4375, 6.573220643327986]
[25.0, 0.845336999999998]
[26.5625, 5.488825611959805]
[28.125, 2.6953550208179435]
[29.6875, 3.445420182897313]
[31.25, 6.05552364018578]
[32.8125, 7.4387092904188155]
[34.375, 5.4196836905854235]
[35.9375, 6.0534820164718885]
[37.5, 7.751940070595906]
[39.0625, 8.614734138354892]
[40.625, 7.114723163322867]
[42.1875, 6.752412495156286]
[43.75, 2.6461471158243697]
[45.3125, 2.465581820099109]
[46.875, 7.4231874849740045]
[48.4375, 0.941837825735697]
[1.5625, 22.02021115209854]
[3.125, 21.417821547492238]
[4.6875, 15.575162031840321]
[6.25, 11.157134129751134]
[7.8125, 10.155388078500792]
[9.375, 1.383460549306544]
[10.9375, 10.685651662774536]
[12.5, 8.621270581043841]
[14.0625, 3.595392879606998]
[15.625, 6.671102829259398]
[17.1875, 6.213909932337325]
[18.75, 3.5536958475072034]
[20.3125, 5.85601475484458]
[21.875, 1.65305313118828]
[23.4375, 4.606853770995323]
[25.0, 1.145450187858469]
[26.5625, 4.096330079709238]
[28.125, 1.8100169488648015]
[29.6875, 0.6108752950542398]
[31.25, 1.8819067269861258]
[32.8125, 3.9153826578195203]
[34.375, 2.5591597531497863]
[35.9375, 1.4655481513814135]
[37.5, 1.333677910770798]
[39.0625, 2.4560464174550067]
[40.625, 1.7317018806847455]
[42.1875, 1.5341852815284536]
[43.75, 4.451798250343442]
[45.3125, 2.0454726566104267]
[46.875, 5.38208348267089]
[48.4375, 3.1009898005158787]
[1.5625, 24.54883153603893]
[3.125, 23.951231216848157]
[4.6875, 16.127912233407542]
[6.25, 11.177703352913058]
[7.8125, 9.193373583276621]
[9.375, 3.5101754194452317]
[10.9375, 11.820558930741408]
[12.5, 9.82963003411977]
[14.0625, 2.4953602557618115]
[15.625, 5.97236313321518]
[17.1875, 7.17234482529734]
[18.75, 3.0519072041621054]
[20.3125, 4.91712930865002]
[21.875, 2.426521728563567]
[23.4375, 5.2119508156503995]
[25.0, 0.9105140739829357]
[26.5625, 3.956595987958887]
[28.125, 1.8070688752233806]
[29.6875, 0.6507218361085658]
[31.25, 1.9041523146016874]
[32.8125, 4.009829786375866]
[34.375, 2.7279623212246578]
[35.9375, 1.6119420341061135]
[37.5, 1.0971756882580639]
[39.0625, 2.1986347012981557]
[40.625, 1.8482730788998578]
[42.1875, 1.464756561178009]
[43.75, 4.258368049678738]
[45.3125, 1.9742107480347237]
[46.875, 5.468910254241647]
[48.4375, 3.062877465737009]
[1.5625, 24.75229149702061]
[3.125, 24.203085437453005]
[4.6875, 16.26952744270454]
[6.25, 11.36483652370125]
[7.8125, 9.351073478791658]
[9.375, 3.9111380957545503]
[10.9375, 11.512443977544887]
[12.5, 9.384673449522385]
[14.0625, 3.1860033222558264]
[15.625, 5.583133845858675]
[17.1875, 6.3922286102097345]
[18.75, 3.5329320546430307]
[20.3125, 5.66798516968348]
