#targetfile:$(projectRoot)/result/result/100cm/pocket/hasc-20150330-105508-mag-pca.csv-lowpass.csv
1427680585.67,1427680586.99,A
1427680586.99,1427680592.91,C
1427680592.91,1427680592.91,B
#targetfile:$(projectRoot)/result/result/100cm/pocket/hasc-20150330-105636-mag-pca.csv-lowpass.csv
1427680604.37,1427680604.41,A
1427680604.41,1427680613.05,C
1427680613.05,1427680613.05,B
#targetfile:$(projectRoot)/result/result/100cm/pocket/hasc-20150330-105656-mag-pca.csv-lowpass.csv
1427680624.68,1427680625.04,A
1427680625.04,1427680631.28,C
1427680631.28,1427680631.28,B
#targetfile:$(projectRoot)/result/result/100cm/pocket/hasc-20150330-105714-mag-pca.csv-lowpass.csv
1427680641.77,1427680642.05,A
1427680642.05,1427680649.37,C
1427680649.37,1427680649.37,B
#targetfile:$(projectRoot)/result/result/100cm/pocket/hasc-20150330-105732-mag-pca.csv-lowpass.csv
1427680661.27,1427680661.67,A
1427680661.67,1427680667.27,C
1427680667.27,1427680667.27,B
#targetfile:$(projectRoot)/result/result/100cm/pocket/hasc-20150330-105754-mag-pca.csv-lowpass.csv
1427680685.06,1427680685.34,B
1427680685.34,1427680692.66,C
1427680692.66,1427680692.66,A
#targetfile:$(projectRoot)/result/result/100cm/waist-front/hasc-20150329-180538-mag-pca.csv-lowpass.csv
1427619978.47,1427619980.27,A
1427619980.27,1427619986.19,C
1427619986.19,1427619986.19,B
#targetfile:$(projectRoot)/result/result/100cm/waist-front/hasc-20150329-180629-mag-pca.csv-lowpass.csv
1427619998.34,1427619999.34,A
1427619999.34,1427620005.66,C
1427620005.66,1427620005.66,B
#targetfile:$(projectRoot)/result/result/100cm/waist-front/hasc-20150329-180649-mag-pca.csv-lowpass.csv
1427620016.66,1427620018.3,B
1427620018.3,1427620025.02,C
1427620025.02,1427620025.02,A
#targetfile:$(projectRoot)/result/result/100cm/waist-front/hasc-20150329-180708-mag-pca.csv-lowpass.csv
1427620036.15,1427620037.27,B
1427620037.27,1427620045.23,C
1427620045.23,1427620045.23,A
#targetfile:$(projectRoot)/result/result/100cm/waist-front/hasc-20150329-180728-mag-pca.csv-lowpass.csv
1427620058.12,1427620059.36,A
1427620059.36,1427620065.8,C
1427620065.8,1427620065.8,B
#targetfile:$(projectRoot)/result/result/100cm/waist-front/hasc-20150329-180749-mag-pca.csv-lowpass.csv
1427620075.36,1427620077.12,B
1427620077.12,1427620086.96,C
1427620086.96,1427620086.96,A
#targetfile:$(projectRoot)/result/result/100cm/waist-side/hasc-20150329-180047-mag-pca.csv-lowpass.csv
1427619675.26,1427619676.02,A
1427619676.02,1427619682.02,C
1427619682.02,1427619682.02,B
#targetfile:$(projectRoot)/result/result/100cm/waist-side/hasc-20150329-180126-mag-pca.csv-lowpass.csv
1427619695.49,1427619695.65,B
1427619695.65,1427619702.25,C
1427619702.25,1427619702.25,A
#targetfile:$(projectRoot)/result/result/100cm/waist-side/hasc-20150329-180201-mag-pca.csv-lowpass.csv
1427619748.18,1427619750.14,A
1427619750.14,1427619754.86,C
1427619754.86,1427619754.86,B
#targetfile:$(projectRoot)/result/result/100cm/waist-side/hasc-20150329-180239-mag-pca.csv-lowpass.csv
1427619769.93,1427619770.41,A
1427619770.41,1427619778.97,C
1427619778.97,1427619778.97,B
#targetfile:$(projectRoot)/result/result/100cm/waist-side/hasc-20150329-180308-mag-pca.csv-lowpass.csv
1427619800.01,1427619802.65,A
1427619802.65,1427619808.05,C
1427619808.05,1427619808.05,B
#targetfile:$(projectRoot)/result/result/100cm/waist-side/hasc-20150329-180331-mag-pca.csv-lowpass.csv
1427619821.18,1427619821.22,A
1427619821.22,1427619828.54,C
1427619828.54,1427619828.54,B
#targetfile:$(projectRoot)/result/result/50cm/pocket/hasc-20150330-104932-mag-pca.csv-lowpass.csv
1427680201.01,1427680201.65,A
1427680201.65,1427680208.65,C
1427680208.65,1427680208.65,B
#targetfile:$(projectRoot)/result/result/50cm/pocket/hasc-20150330-105012-mag-pca.csv-lowpass.csv
1427680220.31,1427680221.15,A
1427680221.15,1427680228.71,C
1427680228.71,1427680228.71,B
#targetfile:$(projectRoot)/result/result/50cm/pocket/hasc-20150330-105032-mag-pca.csv-lowpass.csv
1427680239.62,1427680240.02,A
1427680240.02,1427680246.38,C
1427680246.38,1427680246.38,B
#targetfile:$(projectRoot)/result/result/50cm/pocket/hasc-20150330-105050-mag-pca.csv-lowpass.csv
1427680257.69,1427680257.69,A
1427680257.69,1427680265.29,C
1427680265.29,1427680265.29,B
#targetfile:$(projectRoot)/result/result/50cm/pocket/hasc-20150330-105143-mag-pca.csv-lowpass.csv
1427680348.68,1427680348.8,B
1427680348.8,1427680355.52,C
1427680355.52,1427680355.52,A
#targetfile:$(projectRoot)/result/result/50cm/pocket/hasc-20150330-105239-mag-pca.csv-lowpass.csv
1427680367.25,1427680367.29,B
1427680367.29,1427680374.69,C
1427680374.69,1427680374.69,A
#targetfile:$(projectRoot)/result/result/50cm/waist-front/hasc-20150329-132622-mag-pca.csv-lowpass.csv
1427603255.93,1427603256.49,A
1427603256.49,1427603262.21,C
1427603262.21,1427603262.21,B
#targetfile:$(projectRoot)/result/result/50cm/waist-front/hasc-20150329-132745-mag-pca.csv-lowpass.csv
1427603273.42,1427603273.42,A
1427603273.42,1427603282.3,C
1427603282.3,1427603282.3,B
#targetfile:$(projectRoot)/result/result/50cm/waist-front/hasc-20150329-132805-mag-pca.csv-lowpass.csv
1427603294.68,1427603295.16,A
1427603295.16,1427603299.84,C
1427603299.84,1427603299.84,B
#targetfile:$(projectRoot)/result/result/50cm/waist-front/hasc-20150329-132822-mag-pca.csv-lowpass.csv
1427603309.96,1427603311.04,A
1427603311.04,1427603318.4,C
1427603318.4,1427603318.4,B
#targetfile:$(projectRoot)/result/result/50cm/waist-front/hasc-20150329-174535-mag-pca.csv-lowpass.csv
1427618755.64,1427618757.52,B
1427618757.52,1427618764.12,C
1427618764.12,1427618764.12,A
#targetfile:$(projectRoot)/result/result/50cm/waist-front/hasc-20150329-174607-mag-pca.csv-lowpass.csv
1427618775.3,1427618775.74,A
1427618775.74,1427618783.46,C
1427618783.46,1427618783.46,B
#targetfile:$(projectRoot)/result/result/50cm/waist-front/hasc-20150329-174626-mag-pca.csv-lowpass.csv
1427618795.67,1427618796.51,B
1427618796.51,1427618804.03,C
1427618804.03,1427618804.03,A
#targetfile:$(projectRoot)/result/result/50cm/waist-front/hasc-20150329-174648-mag-pca.csv-lowpass.csv
1427618816.81,1427618816.81,A
1427618816.81,1427618825.69,C
1427618825.69,1427618825.69,B
#targetfile:$(projectRoot)/result/result/50cm/waist-side/hasc-20150329-131904-mag-pca.csv-lowpass.csv
1427602754.37,1427602754.65,A
1427602754.65,1427602760.13,C
1427602760.13,1427602760.13,B
#targetfile:$(projectRoot)/result/result/50cm/waist-side/hasc-20150329-131924-mag-pca.csv-lowpass.csv
1427602773.37,1427602773.37,A
1427602773.37,1427602779.37,C
1427602779.37,1427602779.37,B
#targetfile:$(projectRoot)/result/result/50cm/waist-side/hasc-20150329-132127-mag-pca.csv-lowpass.csv
1427602906.8,1427602908.12,A
1427602908.12,1427602913.64,C
1427602913.64,1427602913.64,B
#targetfile:$(projectRoot)/result/result/50cm/waist-side/hasc-20150329-132159-mag-pca.csv-lowpass.csv
1427602928.37,1427602928.65,A
1427602928.65,1427602934.77,C
1427602934.77,1427602934.77,B
#targetfile:$(projectRoot)/result/result/50cm/waist-side/hasc-20150329-174220-mag-pca.csv-lowpass.csv
1427618568.65,1427618570.69,B
1427618570.69,1427618578.29,C
1427618578.29,1427618578.29,A
#targetfile:$(projectRoot)/result/result/50cm/waist-side/hasc-20150329-174302-mag-pca.csv-lowpass.csv
1427618590.62,1427618590.94,B
1427618590.94,1427618597.98,C
1427618597.98,1427618597.98,A
#targetfile:$(projectRoot)/result/result/50cm/waist-side/hasc-20150329-174324-mag-pca.csv-lowpass.csv
1427618613.18,1427618614.34,A
1427618614.34,1427618621.38,C
1427618621.38,1427618621.38,B
#targetfile:$(projectRoot)/result/result/50cm/waist-side/hasc-20150329-174345-mag-pca.csv-lowpass.csv
1427618632.83,1427618633.11,A
1427618633.11,1427618641.35,C
1427618641.35,1427618641.35,B
#targetfile:$(projectRoot)/result/result/75cm/pocket/hasc-20150330-095955-mag-pca.csv-lowpass.csv
1427677240.24,1427677240.88,A
1427677240.88,1427677249.76,C
1427677249.76,1427677249.76,B
#targetfile:$(projectRoot)/result/result/75cm/pocket/hasc-20150330-100052-mag-pca.csv-lowpass.csv
1427677262.44,1427677262.56,B
1427677262.56,1427677270.88,C
1427677270.88,1427677270.88,A
#targetfile:$(projectRoot)/result/result/75cm/pocket/hasc-20150330-100114-mag-pca.csv-lowpass.csv
1427677282.57,1427677282.89,B
1427677282.89,1427677291.25,C
1427677291.25,1427677291.25,A
#targetfile:$(projectRoot)/result/result/75cm/pocket/hasc-20150330-100134-mag-pca.csv-lowpass.csv
1427677305.83,1427677305.99,B
1427677305.99,1427677315.55,C
1427677315.55,1427677315.55,A
#targetfile:$(projectRoot)/result/result/75cm/pocket/hasc-20150330-100304-mag-pca.csv-lowpass.csv
1427677406.65,1427677409.05,A
1427677409.05,1427677416.37,C
1427677416.37,1427677416.37,B
#targetfile:$(projectRoot)/result/result/75cm/pocket/hasc-20150330-100340-mag-pca.csv-lowpass.csv
1427677428.65,1427677428.85,A
1427677428.85,1427677436.81,C
1427677436.81,1427677436.81,B
#targetfile:$(projectRoot)/result/result/75cm/waist-front/hasc-20150329-184324-mag-pca.csv-lowpass.csv
1427622212.59,1427622214.43,A
1427622214.43,1427622221.67,C
1427622221.67,1427622221.67,B
